var_x,var_y,cov_xy,anisotropy,is_fake
0.13360026,0.06316822,-0.0036346002,0.35984325,0
0.13895752,0.036737915,0.008329026,0.58947146,0
0.13630491,0.102478094,0.0072190845,0.15402736,0
0.054626293,0.06390305,-0.006928803,0.14069036,0
0.16476962,0.22105674,0.00065560325,0.14592636,0
0.03594756,0.055621304,-0.00051036605,0.21513854,0
0.19186501,0.12948216,-0.0014048014,0.19432531,0
0.082165696,0.07596886,-0.0013820801,0.04290857,0
0.08878257,0.051200405,0.0028672297,0.27158216,0
0.0859761,0.08684629,0.012644466,0.14641476,0
0.063208744,0.101487786,0.004441804,0.23859714,0
0.2136248,0.21446699,0.027924618,0.13047539,0
0.10389389,0.08023594,-0.01749204,0.22936136,0
0.09185992,0.06328376,-0.0024757637,0.18693507,0
0.048988324,0.13084681,-0.0032445162,0.45661175,0
0.23221946,0.41471583,0.007644509,0.28308147,0
0.12603274,0.10350095,0.0020830892,0.09982682,0
0.3109198,0.15678257,0.043803815,0.3790749,0
0.12324836,0.07670974,0.0009740788,0.23294452,0
0.5338343,0.16949145,0.047031946,0.53501356,0
0.04147166,0.052811336,0.003588441,0.14233573,0
0.15687522,0.24861696,0.0036526222,0.22696345,0
0.14936554,0.0840815,0.012063081,0.29813662,0
0.034694493,0.035656337,-0.0038459897,0.11018742,0
0.057874613,0.18459852,-0.00086314,0.52267706,0
0.22752495,0.22719897,0.011374509,0.050033238,0
0.15585074,0.1361714,-0.008617182,0.08957888,0
0.14629517,0.087462895,-0.0040075853,0.2540041,0
0.022409288,0.09714367,-0.0010817242,0.62537193,0
0.15312164,0.16237597,-0.008502375,0.061362732,0
0.09925878,0.094564155,-0.014840653,0.15503904,0
0.1069439,0.10991773,-0.012044072,0.11191886,0
0.45799547,0.26485637,0.023756018,0.27515587,0
0.06572864,0.060400743,0.002007032,0.052887943,0
0.110147215,0.10253702,-0.02461557,0.23422346,0
0.05099066,0.034027014,-0.00038042726,0.19972907,0
0.09411364,0.0997198,0.0034244545,0.04566164,0
0.17680104,0.15715633,0.015342671,0.10910027,0
0.13299416,0.124341145,0.011748236,0.097301245,0
0.11778291,0.12086116,0.014864965,0.12524399,0
0.20112738,0.17849231,-0.018731046,0.11529753,0
0.1346532,0.177879,-0.0032109001,0.1398259,0
