var_x,var_y,cov_xy,anisotropy,fft_score,is_fake
0.10577991,0.14330012,0.004532095,0.15496787,109.42935,0
0.032577988,0.03297144,0.0013313538,0.041061863,87.52613,0
0.39928657,0.536728,0.006694222,0.14753175,114.28898,0
0.102605626,0.13309298,0.0020007696,0.13045776,102.020905,0
0.0895478,0.180676,-0.013418341,0.3515505,116.48899,0
0.31018132,0.042366832,0.0015616576,0.75970304,133.45387,0
0.3319216,0.21899503,-0.0014999416,0.20505135,121.89984,0
0.023306202,0.017755749,-9.8390476e-05,0.1352543,93.89397,0
0.19000593,0.20743851,-0.011594013,0.07299111,109.14754,0
0.19261709,0.20757657,-0.014544817,0.08173712,107.98744,0
0.18591309,0.3283045,0.004476155,0.27745506,128.89096,0
0.19958062,0.2629866,-0.0031456037,0.13774689,115.82427,0
0.14793386,0.29398593,0.011293081,0.33442232,123.62085,0
0.1967847,0.2955903,-0.014721845,0.2093915,117.31145,0
0.16870938,0.25597438,0.014553092,0.21661015,124.37378,0
0.09542366,0.112876356,0.022745296,0.23390964,103.97464,0
0.18018025,0.28775644,0.014099244,0.2376611,118.45445,0
0.16338967,0.2224615,0.014726778,0.17106946,116.260216,0
0.16277091,0.28041354,0.02802782,0.2940419,117.442055,0
0.036684256,0.07388077,0.001260336,0.3371906,93.77023,0
0.041679632,0.0222828,0.0016329938,0.3075174,95.3734,0
0.030048177,0.028303951,0.0006835732,0.037978623,82.35271,0
0.02900207,0.022439884,0.0019169394,0.14773764,86.84866,0
0.036359128,0.050024733,0.0010289735,0.15997815,86.922134,0
0.034939576,0.04900637,0.0012722069,0.1702868,91.28402,0
0.032344855,0.02571176,0.0015465687,0.1260617,93.62744,0
0.25369355,0.1910087,-0.0032425849,0.14171115,128.66003,0
0.037604973,0.04955214,-5.743899e-05,0.13708095,88.70995,0
0.082268216,0.025080489,-0.00025307664,0.5327445,98.79198,0
0.03815947,0.04311051,0.00097546726,0.06547915,92.15265,0
0.008312415,0.014270708,0.00027466164,0.26494548,81.03563,0
0.018011488,0.022981487,0.00067526294,0.12563372,83.28808,0
0.16067271,0.19066963,0.011996906,0.10933028,105.18509,0
0.014483941,0.030789616,-0.002780787,0.38052413,85.90129,0
0.2004676,0.2222787,-0.0042229616,0.055326786,97.69472,0
0.026686471,0.022520756,-0.0038411824,0.17759432,93.41727,0
0.02463741,0.032822363,0.0044660186,0.21084057,87.81592,0
0.4835861,0.19864883,-0.0025213074,0.41771752,124.182045,0
0.09081272,0.118545786,-0.0017008614,0.13345897,100.125336,0
0.031197954,0.03108516,-0.0002999808,0.009801389,90.22765,0
0.009096403,0.02244688,0.003547383,0.47928062,92.93685,0
0.057114057,0.0374009,-0.004324867,0.2277641,101.802605,0
0.03563825,0.02892677,0.002612147,0.13172764,88.26107,0
0.084144466,0.08569148,0.011583043,0.13670574,113.55137,0
0.032311145,0.02473135,0.0010471555,0.1378563,87.86778,0
0.096467055,0.0756498,0.012909841,0.19269623,100.45163,0
0.030188605,0.02510903,0.0052254503,0.21013096,90.69362,0
0.05603921,0.045468017,0.004691787,0.13925096,98.08894,0
0.098526955,0.07550194,-0.02018304,0.26702988,98.45084,0
0.04857512,0.53898853,0.0008705982,0.83465964,126.26575,0
0.07013441,0.057116304,-0.0011771129,0.10396139,99.10016,0
0.05657625,0.032065436,0.006012881,0.3080005,88.50162,0
0.05084238,0.056838907,0.0032914788,0.08269419,105.166504,0
0.030990936,0.042768445,-0.00050719496,0.16026372,102.766525,0
0.042222023,0.048116673,-0.0037538512,0.10565993,99.38491,0
0.018729089,0.018347349,-0.00080868445,0.044819962,89.973206,0
0.09562263,0.06488203,-0.0014790168,0.1924081,108.20827,0
0.047367904,0.050450973,0.0073712347,0.15397072,96.41432,0
0.057963528,0.096796826,-0.014200885,0.31087333,105.48306,0
0.08157756,0.06426517,0.011045761,0.19244546,110.51889,0
0.11603781,0.085069716,-0.006039502,0.16528596,108.65004,0
0.008259422,0.004428981,0.00086256594,0.33106324,94.80861,0
0.057293095,0.068322234,0.005164307,0.12028956,101.861374,0
0.028151423,0.10690331,-0.003012204,0.58481026,113.89492,0
0.027246358,0.0808328,-0.0012306105,0.4963255,111.22162,0
0.00746569,0.060416605,8.9731555e-05,0.7800331,112.58228,0
0.004397069,0.03648283,7.434119e-05,0.78486794,115.89398,0
0.01573121,0.117400415,-0.0016108967,0.764052,131.83458,0
0.009101963,0.044614777,0.00028532755,0.6611857,110.784294,0
0.0049117054,0.023145474,0.0011047705,0.6546097,89.897415,0
0.022995433,0.026991036,-0.00076665025,0.085615486,82.823906,0
0.057530098,0.1410396,-0.006961503,0.42635795,106.4669,0
0.022905516,0.016694088,0.0058860243,0.3361125,75.07726,0
0.011799617,0.0062556625,0.0013662105,0.34230423,69.457634,0
0.026700975,0.050827276,0.0018628472,0.31487826,109.3037,0
0.028261757,0.06395819,-0.0013612693,0.38819927,112.397385,0
0.06329031,0.13752705,-0.0016092433,0.37001833,112.53702,0
0.045760836,0.063379586,0.0011239428,0.16273901,121.74801,0
0.015296029,0.06181121,0.002556684,0.6068793,111.22371,0
0.036317687,0.08753287,-0.0007670527,0.41370618,115.89611,0
0.027460728,0.05798076,0.0013935257,0.358686,114.19834,0
0.0336278,0.05126557,-0.002022226,0.2131536,93.8282,0
0.009954972,0.072491206,-0.0021528436,0.76029634,120.412506,0
0.03495517,0.08353655,0.0005419653,0.41009668,111.03032,0
0.046215348,0.02678743,0.016862258,0.5331268,91.94789,0
0.0797115,0.09176178,-0.01325649,0.16983876,104.03393,0
0.108765855,0.10800715,0.008103021,0.07484195,100.09156,0
0.03831178,0.05566088,0.0009793162,0.1857894,95.462074,0
0.2970529,0.33519563,-0.009236525,0.06703159,115.08177,0
0.21125367,0.27457905,0.010129326,0.13685128,114.394615,0
0.066521555,0.0950674,0.0028589529,0.18016514,103.87653,0
0.0719048,0.13154058,-0.0059855394,0.29897526,115.81554,0
0.1105232,0.1270113,-0.001289316,0.07025695,123.322556,0
0.09380706,0.16666964,0.0009694146,0.27982575,119.40959,0
0.0024603172,0.0073651657,0.00022096878,0.50116795,84.29042,0
0.16889109,0.1386359,0.01501703,0.13862549,100.28128,0
0.21649037,0.36904848,0.010195031,0.26285946,117.01969,0
0.13242428,0.14039178,0.0023462274,0.033893213,113.77533,0
0.064380005,0.081802115,0.010078097,0.18225165,98.24788,0
0.10083791,0.028779361,0.0041180323,0.55954844,104.5034,0
0.1444343,0.049888056,0.0033248726,0.48774272,109.71253,0
0.13631831,0.14503086,-0.003290131,0.038806602,118.82979,0
0.13963519,0.111707844,0.005119338,0.11834393,103.10314,0
0.20794336,0.43365455,-0.0033641902,0.35195106,140.89893,0
0.04872858,0.039469376,-0.0013480976,0.10934114,93.18907,0
0.12275623,0.11444029,-0.0066657984,0.06624273,95.71643,0
0.022703316,0.08818606,-0.00080403837,0.59069586,118.31215,0
0.30620608,0.26947552,0.027412066,0.114631005,119.25877,0
0.13507177,0.13806164,0.006049963,0.04563267,113.8699,0
0.05618952,0.034476995,-0.0033582347,0.25066993,104.29291,0
0.08532022,0.06042601,-0.009095759,0.21154888,99.410095,0
0.07733726,0.16669326,0.01536556,0.3872157,121.37504,0
